日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,当地3連対率,モーター2連対率
2026-07-23,丸亀,第10R,6号艇,3546 / B1 中里 昌志 埼玉/埼玉 57歳/52.0kg,0.00,33.33,-,52.0
2026-07-23,丸亀,第11R,1号艇,4348 / A2 宮崎 奨 香川/香川 40歳/53.4kg,0.00,22.22,-,53.4
2026-07-23,丸亀,第11R,4号艇,4516 / A1 野口 勝弘 愛知/愛知 39歳/50.0kg,60.00,80.00,-,50.0
2026-07-23,丸亀,第11R,2号艇,4394 / A2 永嶋 裕一 福岡/福岡 40歳/53.1kg,40.00,60.00,-,53.1
2026-07-23,丸亀,第12R,3号艇,4319 / A2 三宅 潤 大阪/大阪 41歳/52.7kg,0.00,0.00,-,52.7
2026-07-23,丸亀,第12R,4号艇,4654 / A1 篠田 優也 兵庫/兵庫 40歳/52.6kg,0.00,0.00,-,52.6
2026-07-23,丸亀,第12R,5号艇,4152 / A2 深水 慎一郎 東京/神奈川 46歳/52.0kg,25.00,25.00,-,52.0
2026-07-23,丸亀,第12R,1号艇,4361 / A1 柳生 泰二 山口/山口 41歳/52.0kg,33.33,33.33,-,52.0
2026-07-23,丸亀,第12R,2号艇,4302 / A1 西野 翔太 広島/広島 43歳/52.9kg,25.00,25.00,-,52.9
2026-07-23,下関,第1R,1号艇,5272 / B1 松田 真実 愛知/愛知 24歳/46.5kg,40.91,63.64,-,46.5
2026-07-23,下関,第1R,2号艇,5342 / B2 原村 百那 山口/山口 24歳/47.0kg,36.36,56.82,-,47.0
2026-07-23,下関,第1R,3号艇,3580 / B1 水口 由紀 滋賀/京都 53歳/48.2kg,27.27,43.18,-,48.2
2026-07-23,下関,第2R,4号艇,5335 / B1 森 陽多 長崎/長崎 21歳/47.6kg,31.25,52.08,-,47.6
2026-07-23,下関,第2R,5号艇,4556 / A1 竹井 奈美 福岡/福岡 36歳/47.0kg,44.90,57.14,-,47.0
2026-07-23,下関,第2R,3号艇,4473 / B1 藤堂 里香 福井/福井 38歳/45.5kg,29.17,50.00,-,45.5
2026-07-23,下関,第3R,4号艇,4484 / B1 稲生 夏季 東京/東京 35歳/48.4kg,40.91,63.64,-,48.4
2026-07-23,下関,第3R,6号艇,4611 / A1 今井 美亜 福井/富山 35歳/47.0kg,39.53,62.79,-,47.0
2026-07-23,下関,第3R,1号艇,5406 / B2 小畑 楓夏 山口/山口 21歳/53.2kg,51.06,63.83,-,53.2
2026-07-23,下関,第4R,3号艇,4283 / B1 石井 裕美 東京/千葉 42歳/50.0kg,26.67,37.78,-,50.0
2026-07-23,下関,第4R,6号艇,5416 / B1 龍田 真白 三重/三重 20歳/44.5kg,33.33,51.11,-,44.5
2026-07-23,下関,第4R,4号艇,4014 / A2 片岡 恵里 山口/岡山 46歳/47.0kg,28.26,43.48,-,47.0
2026-07-23,下関,第4R,1号艇,4098 / B1 赤澤 文香 岡山/岡山 44歳/48.2kg,31.25,54.17,-,48.2
2026-07-23,下関,第5R,2号艇,4897 / B1 深見 亜由美 愛知/愛知 34歳/44.5kg,41.30,52.17,-,44.5
2026-07-23,下関,第5R,5号艇,4479 / B1 矢野 真梨菜 山口/福岡 38歳/47.1kg,38.64,59.09,-,47.1
2026-07-23,下関,第5R,1号艇,5413 / B2 宮城 那菜 福岡/福岡 20歳/47.1kg,38.30,55.32,-,47.1
2026-07-23,下関,第6R,1号艇,5003 / B1 来田 衣織 兵庫/兵庫 30歳/47.0kg,32.00,60.00,-,47.0
2026-07-23,下関,第6R,4号艇,3900 / A2 香川 素子 滋賀/大阪 49歳/47.0kg,34.88,48.84,-,47.0
2026-07-23,下関,第6R,5号艇,5391 / B2 出穂 和鼓 山口/山口 18歳/53.6kg,44.83,65.52,-,53.6
2026-07-23,下関,第6R,6号艇,4478 / A1 櫻本 あゆみ 群馬/栃木 38歳/48.8kg,34.09,65.91,-,48.8
2026-07-23,下関,第6R,3号艇,3580 / B1 水口 由紀 滋賀/京都 53歳/48.2kg,27.27,43.18,-,48.2
2026-07-23,下関,第7R,3号艇,5342 / B2 原村 百那 山口/山口 24歳/47.0kg,36.36,56.82,-,47.0
2026-07-23,下関,第7R,2号艇,4987 / B1 島倉 都 群馬/新潟 29歳/48.3kg,42.86,48.98,-,48.3
2026-07-23,下関,第7R,1号艇,4502 / A1 遠藤 エミ 滋賀/滋賀 38歳/45.5kg,53.49,65.12,-,45.5
2026-07-23,下関,第8R,6号艇,4941 / B1 孫崎 百世 滋賀/北海道 37歳/46.0kg,48.84,65.12,-,46.0
2026-07-23,下関,第8R,2号艇,5129 / A2 山口 真喜子 長崎/長崎 29歳/47.2kg,36.96,52.17,-,47.2
2026-07-23,下関,第8R,4号艇,5163 / A1 清水 愛海 山口/山口 26歳/46.0kg,34.78,56.52,-,46.0
2026-07-23,下関,第8R,3号艇,5254 / B1 羽田 妃希 愛知/愛知 23歳/46.5kg,42.86,61.22,-,46.5
2026-07-23,下関,第9R,5号艇,4050 / A1 田口 節子 岡山/岡山 45歳/47.0kg,41.86,58.14,-,47.0
2026-07-23,下関,第9R,1号艇,4773 / A2 中川 りな 福岡/福岡 33歳/48.9kg,53.49,62.79,-,48.9
2026-07-23,下関,第9R,3号艇,3801 / B1 五反田 忍 大阪/大阪 52歳/50.1kg,42.55,59.57,-,50.1
2026-07-23,下関,第9R,6号艇,5230 / B1 石原 凪紗 愛知/岐阜 22歳/46.0kg,54.55,75.00,-,46.0
2026-07-23,下関,第9R,4号艇,4964 / A2 土屋 南 岡山/岡山 29歳/47.0kg,43.75,54.17,-,47.0
2026-07-23,下関,第10R,1号艇,4478 / A1 櫻本 あゆみ 群馬/栃木 38歳/48.8kg,34.09,65.91,-,48.8
2026-07-23,下関,第10R,3号艇,4536 / A2 喜井 つかさ 岡山/岡山 36歳/47.0kg,43.48,52.17,-,47.0
2026-07-23,下関,第10R,6号艇,4611 / A1 今井 美亜 福井/富山 35歳/47.0kg,39.53,62.79,-,47.0
2026-07-23,下関,第11R,3号艇,3334 / A2 角 ひとみ 広島/広島 57歳/45.0kg,42.86,57.14,-,45.0
2026-07-23,下関,第11R,2号艇,5180 / B2 藤本 紗弥香 山口/山口 28歳/47.0kg,32.56,48.84,-,47.0
2026-07-23,下関,第11R,4号艇,3900 / A2 香川 素子 滋賀/大阪 49歳/47.0kg,34.88,48.84,-,47.0
2026-07-23,下関,第11R,5号艇,4556 / A1 竹井 奈美 福岡/福岡 36歳/47.0kg,44.90,57.14,-,47.0
2026-07-23,下関,第12R,4号艇,4987 / B1 島倉 都 群馬/新潟 29歳/48.3kg,42.86,48.98,-,48.3
2026-07-23,下関,第12R,2号艇,4738 / A2 清埜 翔子 埼玉/埼玉 34歳/47.0kg,34.04,40.43,-,47.0
2026-07-23,下関,第12R,6号艇,5003 / B1 来田 衣織 兵庫/兵庫 30歳/47.0kg,32.00,60.00,-,47.0
2026-07-23,下関,第12R,5号艇,5272 / B1 松田 真実 愛知/愛知 24歳/46.5kg,40.91,63.64,-,46.5
2026-07-23,芦屋,第6R,6号艇,4120 / A2 柘植 政浩 滋賀/滋賀 45歳/51.5kg,38.10,60.32,-,51.5
2026-07-23,芦屋,第7R,5号艇,5283 / B2 植木 美帆 東京/東京 22歳/47.9kg,34.38,51.56,-,47.9
2026-07-23,芦屋,第8R,5号艇,3898 / A1 平田 忠則 福岡/福岡 49歳/53.5kg,36.49,52.70,-,53.5
2026-07-23,芦屋,第8R,4号艇,5227 / B2 川原 愛未 福岡/福岡 24歳/51.4kg,34.85,53.03,-,51.4
2026-07-23,芦屋,第9R,3号艇,3616 / B1 中村 真 福岡/福岡 53歳/53.5kg,25.00,39.71,-,53.5
2026-07-23,芦屋,第9R,6号艇,3268 / B1 森 竜也 三重/三重 61歳/52.9kg,35.94,46.88,-,52.9
2026-07-23,芦屋,第9R,2号艇,4373 / A1 若狭 奈美子 岡山/岡山 38歳/47.0kg,50.67,74.67,-,47.0
2026-07-23,芦屋,第10R,5号艇,4694 / B1 高田 綾 福岡/福岡 41歳/45.0kg,38.16,52.63,-,45.0
2026-07-23,芦屋,第10R,4号艇,4879 / B1 山崎 鉄平 佐賀/佐賀 31歳/52.1kg,31.82,48.48,-,52.1
2026-07-23,芦屋,第10R,1号艇,3584 / B1 佐々木 英樹 広島/広島 53歳/53.8kg,33.85,49.23,-,53.8
2026-07-23,芦屋,第10R,3号艇,4420 / A2 津久井 拓也 群馬/栃木 38歳/53.1kg,26.98,41.27,-,53.1
2026-07-23,芦屋,第11R,5号艇,4416 / B1 三宅 健太 広島/広島 39歳/52.9kg,43.66,59.15,-,52.9
2026-07-23,芦屋,第11R,1号艇,3746 / A2 岡瀬 正人 岡山/岡山 51歳/52.0kg,30.00,48.33,-,52.0
2026-07-23,芦屋,第11R,2号艇,4120 / A2 柘植 政浩 滋賀/滋賀 45歳/51.5kg,38.10,60.32,-,51.5
2026-07-23,芦屋,第12R,4号艇,3623 / A1 深川 真二 佐賀/佐賀 52歳/51.0kg,26.47,44.12,-,51.0
2026-07-23,芦屋,第12R,2号艇,3898 / A1 平田 忠則 福岡/福岡 49歳/53.5kg,36.49,52.70,-,53.5
2026-07-23,芦屋,第12R,1号艇,4352 / A1 下條 雄太郎 長崎/長崎 40歳/52.0kg,31.15,45.90,-,52.0
2026-07-23,福岡,第1R,6号艇,5298 / A1 水谷 理人 香川/香川 24歳/52.0kg,43.84,56.16,-,52.0
2026-07-23,福岡,第1R,4号艇,5092 / A2 篠原 晟弥 福岡/福岡 25歳/52.0kg,31.65,46.84,-,52.0
2026-07-23,福岡,第1R,2号艇,5222 / A1 津田 陸翔 広島/広島 25歳/52.0kg,41.56,62.34,-,52.0
2026-07-23,福岡,第2R,1号艇,5212 / A2 西川 拓利 福岡/福岡 27歳/52.0kg,37.66,51.95,-,52.0
2026-07-23,福岡,第2R,6号艇,5012 / B1 加倉 侑征 福岡/福岡 29歳/52.0kg,30.38,43.04,-,52.0
2026-07-23,福岡,第2R,5号艇,5064 / A1 品川 二千翔 山口/山口 28歳/52.0kg,44.44,59.26,-,52.0
2026-07-23,福岡,第3R,5号艇,4966 / B1 田川 大貴 長崎/長崎 28歳/53.9kg,38.27,53.09,-,53.9
2026-07-23,福岡,第3R,2号艇,5217 / A1 藤原 碧生 岡山/岡山 26歳/52.3kg,35.37,53.66,-,52.3
2026-07-23,福岡,第3R,6号艇,5145 / A2 島川 海輝 山口/山口 23歳/53.2kg,32.00,46.67,-,53.2
2026-07-23,福岡,第3R,4号艇,5238 / A2 笹木 香吾 山口/山口 26歳/52.6kg,36.99,58.90,-,52.6
2026-07-23,福岡,第4R,2号艇,5257 / A1 西丸 侑太朗 香川/香川 22歳/52.0kg,41.03,52.56,-,52.0
2026-07-23,福岡,第4R,6号艇,5028 / A1 原田 才一郎 福岡/福岡 29歳/52.0kg,37.68,57.97,-,52.0
2026-07-23,福岡,第4R,4号艇,5189 / A2 藤原 早菜 岡山/岡山 25歳/45.5kg,32.43,51.35,-,45.5
2026-07-23,福岡,第4R,5号艇,5218 / A1 山田 理央 香川/愛媛 26歳/45.5kg,42.50,61.25,-,45.5
2026-07-23,福岡,第5R,2号艇,5009 / A2 大賀 龍之介 福岡/福岡 29歳/54.8kg,34.62,58.97,-,54.8
2026-07-23,福岡,第5R,4号艇,5195 / A2 北村 寧々 長崎/長崎 24歳/47.0kg,31.58,52.63,-,47.0
2026-07-23,福岡,第5R,6号艇,5199 / B1 垂水 悠 徳島/徳島 24歳/55.5kg,50.00,70.83,-,55.5
2026-07-23,福岡,第6R,5号艇,5222 / A1 津田 陸翔 広島/広島 25歳/52.0kg,41.56,62.34,-,52.0
2026-07-23,福岡,第6R,6号艇,5136 / A1 濱野 斗馬 香川/香川 26歳/52.5kg,33.33,44.87,-,52.5
2026-07-23,福岡,第6R,1号艇,4985 / A1 井本 昌也 山口/山口 29歳/52.0kg,35.90,53.85,-,52.0
2026-07-23,福岡,第7R,5号艇,5032 / A2 谷口 知優 香川/愛媛 28歳/52.0kg,39.47,52.63,-,52.0
2026-07-23,福岡,第7R,1号艇,5016 / A1 宮田 龍馬 兵庫/兵庫 28歳/52.0kg,35.90,48.72,-,52.0
2026-07-23,福岡,第7R,2号艇,5158 / A1 宮脇 遼太 福岡/福岡 28歳/52.9kg,30.00,46.25,-,52.9
2026-07-23,福岡,第8R,6号艇,5238 / A2 笹木 香吾 山口/山口 26歳/52.6kg,36.99,58.90,-,52.6
2026-07-23,福岡,第8R,1号艇,5018 / A1 竹下 大樹 福岡/福岡 27歳/52.9kg,28.00,46.67,-,52.9
2026-07-23,福岡,第8R,2号艇,5028 / A1 原田 才一郎 福岡/福岡 29歳/52.0kg,37.68,57.97,-,52.0
2026-07-23,福岡,第8R,4号艇,5257 / A1 西丸 侑太朗 香川/香川 22歳/52.0kg,41.03,52.56,-,52.0
2026-07-23,福岡,第9R,2号艇,5188 / A2 武井 莉里佳 兵庫/兵庫 25歳/44.5kg,31.75,46.03,-,44.5
2026-07-23,福岡,第9R,4号艇,5189 / A2 藤原 早菜 岡山/岡山 25歳/45.5kg,32.43,51.35,-,45.5
2026-07-23,福岡,第9R,5号艇,4994 / A2 山本 梨菜 佐賀/佐賀 28歳/47.0kg,30.14,52.05,-,47.0
2026-07-23,福岡,第9R,6号艇,5195 / A2 北村 寧々 長崎/長崎 24歳/47.0kg,31.58,52.63,-,47.0
2026-07-23,福岡,第10R,2号艇,5106 / A2 山崎 祥 山口/山口 27歳/52.0kg,31.65,46.84,-,52.0
2026-07-23,福岡,第10R,6号艇,5058 / A1 前原 大道 岡山/岡山 29歳/52.0kg,28.33,36.67,-,52.0
2026-07-23,福岡,第10R,3号艇,5299 / A2 西丸 敦基 香川/香川 23歳/52.0kg,34.25,54.79,-,52.0
2026-07-23,福岡,第11R,5号艇,5243 / B1 三馬 崇史 広島/広島 25歳/53.0kg,36.84,52.63,-,53.0
2026-07-23,福岡,第11R,4号艇,5060 / A2 数原 魁 兵庫/兵庫 29歳/52.0kg,31.58,51.32,-,52.0
2026-07-23,福岡,第11R,2号艇,5142 / A1 常住 蓮 佐賀/佐賀 25歳/51.5kg,31.65,54.43,-,51.5
2026-07-23,福岡,第11R,1号艇,5330 / A2 安河内鈴之介 福岡/福岡 22歳/52.0kg,44.44,52.78,-,52.0
2026-07-23,福岡,第11R,3号艇,5278 / A1 田中 駿兵 徳島/徳島 23歳/52.1kg,34.33,52.24,-,52.1
2026-07-23,福岡,第12R,1号艇,5281 / A1 井上 遥妃 徳島/徳島 23歳/45.5kg,46.34,65.85,-,45.5
2026-07-23,福岡,第12R,3号艇,4963 / A1 實森 美祐 広島/広島 29歳/45.5kg,41.98,58.02,-,45.5
2026-07-23,福岡,第12R,4号艇,5193 / A1 米丸 乃絵 福岡/熊本 24歳/46.5kg,52.78,69.44,-,46.5
2026-07-23,桐生,第6R,1号艇,3642 / B1 大塚 浩二 静岡/静岡 55歳/52.0kg,40.94,52.35,-,52.0
2026-07-23,桐生,第7R,6号艇,4743 / A1 木村 仁紀 滋賀/京都 33歳/53.7kg,27.78,43.75,-,53.7
2026-07-23,桐生,第7R,1号艇,5375 / B1 庄島 潤成 山口/山口 22歳/52.7kg,28.95,43.42,-,52.7
2026-07-23,桐生,第8R,4号艇,5301 / B1 岩下 巧斗 群馬/群馬 23歳/52.0kg,39.35,52.90,-,52.0
2026-07-23,桐生,第8R,5号艇,4864 / B1 小川 日紀太 福岡/宮崎 36歳/52.0kg,43.24,61.49,-,52.0
2026-07-23,桐生,第9R,4号艇,4588 / A2 田中 京介 福岡/福岡 35歳/54.4kg,32.89,51.01,-,54.4
2026-07-23,桐生,第9R,2号艇,5351 / B1 齊藤 廉 福岡/福岡 21歳/52.1kg,31.94,49.31,-,52.1
2026-07-23,桐生,第10R,4号艇,5126 / A1 山下 大輝 兵庫/兵庫 29歳/52.0kg,28.67,45.33,-,52.0
2026-07-23,桐生,第10R,5号艇,4318 / A2 桑原 将光 東京/東京 41歳/52.0kg,33.78,50.68,-,52.0
2026-07-23,桐生,第10R,6号艇,3717 / A2 立間 充宏 岡山/岡山 51歳/55.3kg,30.46,49.01,-,55.3
2026-07-23,桐生,第10R,1号艇,4649 / B1 和田 操拓 滋賀/京都 42歳/52.0kg,28.19,44.97,-,52.0
2026-07-23,桐生,第11R,3号艇,4789 / A2 古賀 智之 福岡/福岡 36歳/53.3kg,30.72,49.67,-,53.3
2026-07-23,桐生,第11R,4号艇,4949 / A2 横田 貴満 佐賀/熊本 33歳/50.0kg,34.67,56.00,-,50.0
2026-07-23,桐生,第11R,1号艇,4458 / B1 抹香 雄三 広島/広島 40歳/53.3kg,34.93,47.26,-,53.3
2026-07-23,桐生,第12R,5号艇,3737 / A1 上平 真二 広島/広島 52歳/52.3kg,29.61,44.74,-,52.3
2026-07-23,桐生,第12R,6号艇,4397 / A1 西村 拓也 大阪/大阪 39歳/52.5kg,33.12,47.40,-,52.5
2026-07-23,桐生,第12R,1号艇,4743 / A1 木村 仁紀 滋賀/京都 33歳/53.7kg,27.78,43.75,-,53.7
2026-07-23,多摩川,第1R,2号艇,3930 / A2 岸本 隆 岡山/岡山 50歳/54.5kg,31.71,53.66,-,54.5
2026-07-23,多摩川,第1R,1号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第1R,4号艇,3458 / B1 東 健介 岡山/熊本 59歳/54.5kg,35.56,48.89,-,54.5
2026-07-23,多摩川,第2R,1号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.0kg,32.79,50.82,-,52.0
2026-07-23,多摩川,第2R,2号艇,5125 / A2 高井 雄基 愛知/愛知 30歳/52.3kg,23.44,54.69,-,52.3
2026-07-23,多摩川,第2R,5号艇,3406 / B1 中里 英夫 群馬/栃木 57歳/52.9kg,32.35,55.88,-,52.9
2026-07-23,多摩川,第2R,3号艇,3075 / B1 中村 裕将 埼玉/埼玉 63歳/55.8kg,28.33,45.00,-,55.8
2026-07-23,多摩川,第3R,5号艇,4520 / A2 高倉 孝太 福井/石川 39歳/51.0kg,33.33,53.03,-,51.0
2026-07-23,多摩川,第3R,3号艇,4557 / B1 松尾 光広 岡山/岡山 36歳/56.4kg,53.85,66.15,-,56.4
2026-07-23,多摩川,第3R,2号艇,5425 / B2 西山 育 三重/三重 24歳/56.8kg,29.03,54.84,-,56.8
2026-07-23,多摩川,第3R,4号艇,3748 / B1 小黒 竜吾 埼玉/埼玉 51歳/55.8kg,24.59,44.26,-,55.8
2026-07-23,多摩川,第4R,2号艇,3957 / B1 大谷 直弘 愛知/愛知 49歳/52.9kg,33.33,43.94,-,52.9
2026-07-23,多摩川,第4R,6号艇,4377 / A1 濱本 優一 大阪/大阪 42歳/50.0kg,43.28,55.22,-,50.0
2026-07-23,多摩川,第4R,4号艇,4199 / A1 北川 潤二 愛知/愛知 44歳/56.6kg,33.85,50.77,-,56.6
2026-07-23,多摩川,第5R,4号艇,3619 / B1 長谷川 充 群馬/群馬 52歳/52.0kg,27.42,41.94,-,52.0
2026-07-23,多摩川,第5R,1号艇,4550 / A2 石岡 将太 群馬/群馬 37歳/54.3kg,30.00,45.00,-,54.3
2026-07-23,多摩川,第5R,5号艇,3517 / B1 高橋 勲 東京/神奈川 58歳/53.3kg,29.69,48.44,-,53.3
2026-07-23,多摩川,第6R,3号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.9kg,32.81,54.69,-,54.9
2026-07-23,多摩川,第6R,1号艇,5085 / A2 中村 栄治 福井/福井 27歳/51.0kg,28.36,44.78,-,51.0
2026-07-23,多摩川,第6R,6号艇,3072 / B1 西田 靖 東京/神奈川 64歳/52.0kg,36.07,49.18,-,52.0
2026-07-23,多摩川,第7R,2号艇,4813 / B1 宮内 直哉 東京/東京 36歳/52.0kg,19.64,58.93,-,52.0
2026-07-23,多摩川,第7R,1号艇,3807 / B1 岡部 哲 埼玉/埼玉 51歳/51.0kg,40.63,50.00,-,51.0
2026-07-23,多摩川,第7R,6号艇,3930 / A2 岸本 隆 岡山/岡山 50歳/54.5kg,31.71,53.66,-,54.5
2026-07-23,多摩川,第7R,4号艇,5425 / B2 西山 育 三重/三重 24歳/56.8kg,29.03,54.84,-,56.8
2026-07-23,多摩川,第8R,2号艇,5197 / B2 中野 仁照 愛知/愛知 24歳/53.2kg,30.51,44.07,-,53.2
2026-07-23,多摩川,第8R,4号艇,3075 / B1 中村 裕将 埼玉/埼玉 63歳/55.8kg,28.33,45.00,-,55.8
2026-07-23,多摩川,第8R,5号艇,3935 / B1 岩津 徹郎 岡山/岡山 48歳/53.4kg,34.78,46.38,-,53.4
2026-07-23,多摩川,第9R,4号艇,5316 / B1 村松 将平 静岡/静岡 25歳/52.0kg,34.78,54.35,-,52.0
2026-07-23,多摩川,第9R,1号艇,3406 / B1 中里 英夫 群馬/栃木 57歳/52.9kg,32.35,55.88,-,52.9
2026-07-23,多摩川,第9R,5号艇,3868 / B1 尾形 栄治 東京/東京 50歳/52.3kg,19.67,37.70,-,52.3
2026-07-23,多摩川,第10R,3号艇,3072 / B1 西田 靖 東京/神奈川 64歳/52.0kg,36.07,49.18,-,52.0
2026-07-23,多摩川,第10R,1号艇,4199 / A1 北川 潤二 愛知/愛知 44歳/56.6kg,33.85,50.77,-,56.6
2026-07-23,多摩川,第10R,4号艇,5085 / A2 中村 栄治 福井/福井 27歳/51.0kg,28.36,44.78,-,51.0
2026-07-23,多摩川,第10R,6号艇,4635 / A2 峰重 力也 岡山/岡山 36歳/52.2kg,25.40,39.68,-,52.2
2026-07-23,多摩川,第11R,4号艇,3517 / B1 高橋 勲 東京/神奈川 58歳/53.3kg,29.69,48.44,-,53.3
2026-07-23,多摩川,第11R,5号艇,4379 / A2 桑島 和宏 東京/千葉 41歳/55.5kg,23.08,40.00,-,55.5
2026-07-23,多摩川,第11R,6号艇,4550 / A2 石岡 将太 群馬/群馬 37歳/54.3kg,30.00,45.00,-,54.3
2026-07-23,多摩川,第11R,3号艇,3542 / B1 清水 紀克 愛知/愛知 57歳/55.7kg,33.33,51.67,-,55.7
2026-07-23,多摩川,第12R,4号艇,4209 / A2 藤田 竜弘 静岡/静岡 43歳/54.8kg,39.39,56.06,-,54.8
2026-07-23,多摩川,第12R,5号艇,5354 / B1 渡邊 雄斗 三重/宮崎 21歳/50.0kg,39.39,57.58,-,50.0
2026-07-23,多摩川,第12R,2号艇,4547 / A1 中田 竜太 埼玉/福島 38歳/51.5kg,46.94,65.31,-,51.5
2026-07-23,尼崎,第1R,2号艇,4339 / B1 平瀬 城啓 福井/富山 42歳/53.4kg,21.21,34.85,-,53.4
2026-07-23,尼崎,第1R,5号艇,4356 / A2 長岡 良也 兵庫/兵庫 42歳/52.1kg,31.88,50.72,-,52.1
2026-07-23,尼崎,第1R,1号艇,4367 / B1 山口 修路 福岡/福岡 40歳/52.1kg,14.06,26.56,-,52.1
2026-07-23,尼崎,第1R,3号艇,4865 / B2 立具 敬司 大阪/和歌山 36歳/52.0kg,38.46,49.23,-,52.0
2026-07-23,尼崎,第1R,4号艇,5127 / B1 沼田 大都 愛知/広島 29歳/51.0kg,25.00,37.50,-,51.0
2026-07-23,尼崎,第2R,5号艇,4529 / A1 嶋 義信 香川/香川 37歳/53.0kg,29.41,47.06,-,53.0
2026-07-23,尼崎,第2R,1号艇,3434 / B1 松尾 宣邦 福岡/福岡 57歳/53.6kg,30.43,42.03,-,53.6
2026-07-23,尼崎,第2R,6号艇,5051 / A1 松本 純平 埼玉/兵庫 31歳/52.8kg,37.68,59.42,-,52.8
2026-07-23,尼崎,第3R,4号艇,3605 / B1 中村 守成 三重/三重 54歳/53.1kg,39.06,53.13,-,53.1
2026-07-23,尼崎,第3R,5号艇,5137 / A2 川原 涼 愛知/愛知 26歳/53.3kg,43.48,53.62,-,53.3
2026-07-23,尼崎,第3R,1号艇,5467 / B2 野村 羽玖 大阪/大阪 19歳/50.0kg,37.14,52.86,-,50.0
2026-07-23,尼崎,第3R,6号艇,4847 / A1 佐藤 隆太郎 東京/東京 32歳/52.0kg,33.33,59.09,-,52.0
2026-07-23,尼崎,第4R,3号艇,4296 / A2 岡崎 恭裕 福岡/福岡 39歳/52.0kg,10.94,25.00,-,52.0
2026-07-23,尼崎,第4R,6号艇,4384 / A1 鶴本 崇文 大阪/大阪 41歳/52.6kg,33.82,52.94,-,52.6
2026-07-23,尼崎,第4R,5号艇,4822 / A2 百武 翔 佐賀/佐賀 33歳/52.0kg,41.27,57.14,-,52.0
2026-07-23,尼崎,第4R,4号艇,3572 / B1 安田 政彦 兵庫/大阪 54歳/54.0kg,40.00,60.00,-,54.0
2026-07-23,尼崎,第5R,3号艇,5127 / B1 沼田 大都 愛知/広島 29歳/51.0kg,25.00,37.50,-,51.0
2026-07-23,尼崎,第5R,6号艇,3473 / A1 石川 真二 福岡/福岡 56歳/52.4kg,41.79,50.75,-,52.4
2026-07-23,尼崎,第5R,2号艇,4732 / A2 堀本 和也 徳島/徳島 37歳/53.3kg,37.68,52.17,-,53.3
2026-07-23,尼崎,第5R,1号艇,5181 / B1 森 智哉 岡山/岡山 28歳/52.0kg,52.38,61.90,-,52.0
2026-07-23,尼崎,第6R,6号艇,3620 / B1 信濃 由行 福井/石川 52歳/53.5kg,32.39,52.11,-,53.5
2026-07-23,尼崎,第6R,4号艇,4917 / B1 岩橋 裕馬 兵庫/大阪 37歳/52.6kg,32.31,50.77,-,52.6
2026-07-23,尼崎,第6R,1号艇,4828 / A1 松山 将吾 滋賀/京都 31歳/51.5kg,45.31,50.00,-,51.5
2026-07-23,尼崎,第6R,2号艇,4195 / B1 前川 守嗣 福岡/沖縄 44歳/56.3kg,32.31,47.69,-,56.3
2026-07-23,尼崎,第7R,3号艇,3333 / A1 丸尾 義孝 徳島/徳島 58歳/52.2kg,30.43,49.28,-,52.2
2026-07-23,尼崎,第7R,5号艇,5014 / B1 梶山 涼斗 佐賀/佐賀 28歳/53.3kg,37.88,50.00,-,53.3
2026-07-23,尼崎,第7R,1号艇,4089 / A2 妹尾 忠幸 岡山/岡山 45歳/54.9kg,21.74,46.38,-,54.9
2026-07-23,尼崎,第8R,4号艇,5051 / A1 松本 純平 埼玉/兵庫 31歳/52.8kg,37.68,59.42,-,52.8
2026-07-23,尼崎,第8R,1号艇,5186 / B1 遠藤 圭吾 東京/神奈川 26歳/52.4kg,30.88,39.71,-,52.4
2026-07-23,尼崎,第8R,2号艇,3568 / B1 木村 光宏 香川/香川 55歳/53.7kg,26.47,51.47,-,53.7
2026-07-23,尼崎,第9R,2号艇,4865 / B2 立具 敬司 大阪/和歌山 36歳/52.0kg,38.46,49.23,-,52.0
2026-07-23,尼崎,第9R,4号艇,4847 / A1 佐藤 隆太郎 東京/東京 32歳/52.0kg,33.33,59.09,-,52.0
2026-07-23,尼崎,第9R,5号艇,4396 / B1 大田 直弥 山口/山口 40歳/52.4kg,30.77,60.00,-,52.4
2026-07-23,尼崎,第9R,6号艇,4296 / A2 岡崎 恭裕 福岡/福岡 39歳/52.0kg,10.94,25.00,-,52.0
2026-07-23,尼崎,第10R,2号艇,3699 / B1 富永 正人 埼玉/埼玉 53歳/52.1kg,36.23,57.97,-,52.1
2026-07-23,尼崎,第10R,6号艇,4572 / B1 渡部 悟 大阪/大阪 37歳/54.8kg,36.36,54.55,-,54.8
2026-07-23,尼崎,第10R,1号艇,4012 / A2 中村 有裕 滋賀/滋賀 46歳/55.5kg,32.86,51.43,-,55.5
2026-07-23,尼崎,第11R,5号艇,3635 / B1 石田 政吾 福井/石川 55歳/52.0kg,15.79,26.32,-,52.0
2026-07-23,尼崎,第11R,1号艇,5137 / A2 川原 涼 愛知/愛知 26歳/53.3kg,43.48,53.62,-,53.3
